21:58:51 INFO    [gui] === GUI 启动 ===
21:59:30 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:30 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:30 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:30 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:32 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:34 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:34 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:34 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:34 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:34 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:36 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:38 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] audio.push sp_dist={'remote': 600} segs=600
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:40 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:42 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:44 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:46 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:48 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] audio.push sp_dist={'remote': 900} segs=900
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:50 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:52 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:54 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:54 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:54 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:54 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:56 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:57 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:57 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:57 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:58 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:58 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] asr.partial item=item_APZloYd2hkyhAb4LlVRyH sp=?: Did you hear about the position open with our company here a
21:59:59 INFO    [session] majority win=remote counts={'remote': 619879} window=0..619879
21:59:59 INFO    [session] FINALIZE item=item_APZloYd2hkyhAb4LlVRyH sp=remote asr_done=True trans_done=True asr=Did you hear about the position open with our comp
21:59:59 INFO    [session] asr.completed item=item_APZloYd2hkyhAb4LlVRyH sp=remote: Did you hear about the position open with our company here a
21:59:59 INFO    [session] majority win=remote counts={'remote': 608256} window=0..608256
21:59:59 INFO    [session] VAD stopped ms=38016 item=item_APZloYd2hkyhAb4LlVRyH majority_sp=remote segments=1166
21:59:59 INFO    [session] VAD started ms=38016 item=item_WPc7tiRYGYxosQRZirpr7 last_sp=remote
21:59:59 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great
21:59:59 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great.
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great,
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you.
22:00:00 INFO    [session] audio.push sp_dist={'remote': 1200} segs=1200
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well,
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an interest
22:00:00 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an interest.
22:00:02 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an interest in
22:00:02 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an interest in outdoor
22:00:02 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well, you say you have an interest in outdoor.
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor
22:00:04 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:05 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:05 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:05 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:05 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:06 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
22:00:08 INFO    [session] asr.partial item=item_WPc7tiRYGYxosQRZirpr7 sp=remote: Great, well you say you have an interest in outdoor activiti
